<name2> = <val6>	<name2> に <val6> を入れる
max ( <name4> , <name3> , <name2> )	<name4> 、 <name3> 、 <name2> の中でもっとも大きい値
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中でもっとも大きい値
max ( <name5> , <name4> , <name1> )	<name5> 、 <name4> 、 <name1> の中で一番大きい値を算出する
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中で一番大きい値を算出する
max ( <name6> , <name4> , <name1> )	<name6> 、 <name4> 、 <name1> のうち最大の値を計算する
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうち最大の値を計算する
max ( <name3> , <name5> , <name4> )	<name3> 、 <name5> 、 <name4> の中でもっとも大きい値を計算する
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中でもっとも大きい値を計算する
max ( <name3> , <name2> , <name1> )	<name3> 、 <name2> 、 <name1> のうちもっとも大きい値を求める
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうちもっとも大きい値を求める
max ( <name4> , <name2> , <name6> )	<name4> 、 <name2> 、 <name6> の最大値
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の最大値
max ( <name6> , <name4> , <name3> )	<name6> 、 <name4> 、 <name3> の最大値を求める
max ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の最大値を求める
min ( <name4> , <name6> , <name5> )	<name4> 、 <name6> 、 <name5> の中で一番小さい値
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中で一番小さい値
min ( <name3> , <name1> , <name5> )	<name3> 、 <name1> 、 <name5> のうちもっとも小さい値
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうちもっとも小さい値
min ( <name6> , <name4> , <name1> )	<name6> 、 <name4> 、 <name1> のうち最小の値
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうち最小の値
min ( <name1> , <name5> , <name4> )	<name1> 、 <name5> 、 <name4> の中でもっとも小さい値
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中でもっとも小さい値
min ( <name1> , <name6> , <name3> )	<name1> 、 <name6> 、 <name3> の中で一番小さい値を算出する
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中で一番小さい値を算出する
min ( <name5> , <name4> , <name2> )	<name5> 、 <name4> 、 <name2> のうち最小の値を計算する
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうち最小の値を計算する
min ( <name5> , <name3> , <name4> )	<name5> 、 <name3> 、 <name4> の中でもっとも小さい値を求める
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の中でもっとも小さい値を求める
min ( <name1> , <name6> , <name5> )	<name1> 、 <name6> 、 <name5> のうちもっとも小さい値を求める
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> のうちもっとも小さい値を求める
min ( <name1> , <name2> , <name6> )	<name1> 、 <name2> 、 <name6> の最小値
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の最小値
min ( <name2> , <name1> , <name6> )	<name2> 、 <name1> 、 <name6> の最小値を算出する
min ( <name1> , <name2> , <name3> )	<name1> 、 <name2> 、 <name3> の最小値を算出する
del <name4>	<name4> をデリートする
del <name1>	<name1> をデリートする
del <name5>	<name5> を消す
del <name1>	<name1> を消す
del <name4>	<name4> を削除する
del <name1>	<name1> を削除する
global <name5>	<name5> をグローバル変数とする
global <name1>	<name1> をグローバル変数とする
nonlocal <name4>	<name4> を非ローカル変数とする
nonlocal <name1>	<name1> を非ローカル変数とする
float ( <name6> )	<name6> を浮動小数点数型に変換する
float ( <name1> )	<name1> を浮動小数点数型に変換する
float ( <name6> )	浮動小数点数型に <name6> を直す
float ( <name1> )	浮動小数点数型に <name1> を直す
float ( <name5> )	浮動小数点数に <name5> を置き換える
float ( <name1> )	浮動小数点数に <name1> を置き換える
float ( <name6> )	<name6> を浮動小数点数にする
float ( <name1> )	<name1> を浮動小数点数にする
float ( <name1> )	浮動小数点数型に <name1> を置き換える
float ( <name1> )	浮動小数点数に <name1> をする
float ( <name4> )	<name4> を浮動小数点数に直す
float ( <name1> )	<name1> を浮動小数点数に直す
float ( <name6> )	<name6> を浮動小数点数型に直す
float ( <name1> )	<name1> を浮動小数点数型に直す
float ( <name5> )	<name5> を浮動小数点数に置き換える
float ( <name1> )	<name1> を浮動小数点数に置き換える
float ( <name5> )	浮動小数点数型に <name5> をする
float ( <name1> )	浮動小数点数型に <name1> をする
float ( <name5> )	浮動小数点数に <name5> を直す
float ( <name1> )	浮動小数点数に <name1> を直す
float ( <name1> )	浮動小数点数型に <name1> を変換する
float ( <name5> )	浮動小数点数に <name5> を変換する
float ( <name1> )	浮動小数点数に <name1> を変換する
float ( <name6> )	<name6> を浮動小数点数型にする
float ( <name1> )	<name1> を浮動小数点数型にする
float ( <name4> )	<name4> を浮動小数点数に変換する
float ( <name1> )	<name1> を浮動小数点数に変換する
float ( <name6> )	<name6> を浮動小数点数型に置き換える
float ( <name1> )	<name1> を浮動小数点数型に置き換える
<name5> = float ( <name4> )	<name4> を浮動小数点数にして、 <name5> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数にして、 <name1> に代入する
<name4> = float ( <name1> )	<name1> を浮動小数点数にした結果を <name4> にする
<name1> = float ( <name2> )	<name2> を浮動小数点数にした結果を <name1> にする
<name2> = float ( <name1> )	浮動小数点数に <name1> を直して、 <name2> に代入する
<name1> = float ( <name2> )	浮動小数点数に <name2> を直して、 <name1> に代入する
<name2> = float ( <name5> )	浮動小数点数に <name5> を直された結果を <name2> に代入する
<name1> = float ( <name2> )	浮動小数点数に <name2> を直された結果を <name1> に代入する
<name1> = float ( <name3> )	浮動小数点数に <name3> を置き換え、 <name1> に代入する
<name1> = float ( <name2> )	浮動小数点数に <name2> を置き換え、 <name1> に代入する
<name1> = float ( <name6> )	浮動小数点数に <name6> を置き換えた結果を <name1> に代入する
<name1> = float ( <name2> )	浮動小数点数に <name2> を置き換えた結果を <name1> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数型に直して、 <name1> に代入する
<name1> = float ( <name3> )	<name3> を浮動小数点数型に直した結果を <name1> にする
<name1> = float ( <name2> )	<name2> を浮動小数点数型に直した結果を <name1> にする
<name5> = float ( <name1> )	浮動小数点数に <name1> を変換して、 <name5> にする
<name1> = float ( <name2> )	浮動小数点数に <name2> を変換して、 <name1> にする
<name2> = float ( <name5> )	浮動小数点数に <name5> を変換した結果を <name2> に代入する
<name1> = float ( <name2> )	浮動小数点数に <name2> を変換した結果を <name1> に代入する
<name5> = float ( <name3> )	浮動小数点数型に <name3> をし、 <name5> とする
<name1> = float ( <name2> )	浮動小数点数型に <name2> をし、 <name1> とする
<name3> = float ( <name2> )	浮動小数点数型に <name2> をした結果を <name3> に代入する
<name1> = float ( <name2> )	浮動小数点数型に <name2> をした結果を <name1> に代入する
<name5> = float ( <name2> )	浮動小数点数型に <name2> を直して、 <name5> にする
<name1> = float ( <name2> )	浮動小数点数型に <name2> を直して、 <name1> にする
<name2> = float ( <name6> )	浮動小数点数型に <name6> を直された結果を <name2> に代入する
<name1> = float ( <name2> )	浮動小数点数型に <name2> を直された結果を <name1> に代入する
<name1> = float ( <name5> )	<name5> を浮動小数点数に置き換え、 <name1> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数に置き換え、 <name1> に代入する
<name5> = float ( <name1> )	<name1> を浮動小数点数に置き換えた結果を <name5> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数に置き換えた結果を <name1> に代入する
<name6> = float ( <name2> )	浮動小数点数に <name2> をして、 <name6> にする
<name1> = float ( <name2> )	浮動小数点数に <name2> をして、 <name1> にする
<name6> = float ( <name1> )	浮動小数点数に <name1> をした結果を <name6> とする
<name1> = float ( <name2> )	浮動小数点数に <name2> をした結果を <name1> とする
<name5> = float ( <name2> )	<name2> を浮動小数点数に直して、 <name5> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数に直して、 <name1> に代入する
<name3> = float ( <name4> )	<name4> を浮動小数点数に直された結果を <name3> にする
<name1> = float ( <name2> )	<name2> を浮動小数点数に直された結果を <name1> にする
<name6> = float ( <name1> )	<name1> を浮動小数点数型に変換して、 <name6> とする
<name1> = float ( <name2> )	<name2> を浮動小数点数型に変換して、 <name1> とする
<name6> = float ( <name1> )	<name1> を浮動小数点数型に変換した結果を <name6> にする
<name1> = float ( <name2> )	<name2> を浮動小数点数型に変換した結果を <name1> にする
<name5> = float ( <name3> )	<name3> を浮動小数点数型に置き換え、 <name5> とする
<name1> = float ( <name2> )	<name2> を浮動小数点数型に置き換え、 <name1> とする
<name3> = float ( <name1> )	<name1> を浮動小数点数型に置き換えられた結果を <name3> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数型に置き換えられた結果を <name1> に代入する
<name1> = float ( <name4> )	<name4> を浮動小数点数に変換して、 <name1> とする
<name1> = float ( <name2> )	<name2> を浮動小数点数に変換して、 <name1> とする
<name4> = float ( <name5> )	<name5> を浮動小数点数に変換された結果を <name4> とする
<name1> = float ( <name2> )	<name2> を浮動小数点数に変換された結果を <name1> とする
<name6> = float ( <name3> )	浮動小数点数型に <name3> を変換して、 <name6> とする
<name1> = float ( <name2> )	浮動小数点数型に <name2> を変換して、 <name1> とする
<name6> = float ( <name4> )	浮動小数点数型に <name4> を変換した結果を <name6> にする
<name1> = float ( <name2> )	浮動小数点数型に <name2> を変換した結果を <name1> にする
<name6> = float ( <name4> )	<name4> を浮動小数点数型にし、 <name6> に代入する
<name1> = float ( <name2> )	<name2> を浮動小数点数型にし、 <name1> に代入する
<name2> = float ( <name4> )	<name4> を浮動小数点数型にした結果を <name2> にする
<name1> = float ( <name2> )	<name2> を浮動小数点数型にした結果を <name1> にする
<name3> = float ( <name5> )	浮動小数点数型に <name5> を置き換えて、 <name3> とする
<name1> = float ( <name2> )	浮動小数点数型に <name2> を置き換えて、 <name1> とする
<name6> = float ( <name2> )	浮動小数点数型に <name2> を置き換えられた結果を <name6> にする
<name1> = float ( <name2> )	浮動小数点数型に <name2> を置き換えられた結果を <name1> にする
float ( <name4> )	<name4> を変換した浮動小数点数
float ( <name1> )	<name1> を変換した浮動小数点数
<name1> = float ( <name5> )	<name5> を変換した浮動小数点数を <name1> に代入する
<name1> = float ( <name2> )	<name2> を変換した浮動小数点数を <name1> に代入する
float ( <name6> )	<name6> を浮動小数点数型として得る
float ( <name1> )	<name1> を浮動小数点数型として得る
float ( <name3> )	<name3> を浮動小数点数として得る
float ( <name1> )	<name1> を浮動小数点数として得る
float ( <name3> )	浮動小数点数型として <name3> を取得する
float ( <name1> )	浮動小数点数型として <name1> を取得する
float ( <name4> )	<name4> を浮動小数点数型として取得する
float ( <name1> )	<name1> を浮動小数点数型として取得する
float ( <name5> )	浮動小数点数として <name5> を得る
float ( <name1> )	浮動小数点数として <name1> を得る
float ( <name3> )	浮動小数点数型として <name3> を得る
float ( <name1> )	浮動小数点数型として <name1> を得る
float ( <name4> )	<name4> を浮動小数点数として取得する
float ( <name1> )	<name1> を浮動小数点数として取得する
